,sessionId,imageName,scaled_MOS_aesthetic,qualityScore,sessionId_imageName,set
21699,session371,iaa_pub25934_.jpg,3.6296296296296298,3.7222222222222223,session371_iaa_pub25934_.jpg,training
29718,session286,iaa_pub19978_.jpg,3.4375,3.7,session286_iaa_pub19978_.jpg,training
6353,session139,iaa_pub9681_.jpg,3.14,3.404,session139_iaa_pub9681_.jpg,training
13483,session298,iaa_pub20844_.jpg,3.16,3.28,session298_iaa_pub20844_.jpg,training
12212,session261,iaa_pub18262_.jpg,3.06,3.284,session261_iaa_pub18262_.jpg,training
28097,session442,iaa_pub30886_.jpg,3.32,3.584,session442_iaa_pub30886_.jpg,training
28073,session252,iaa_pub17572_.jpg,4.16,4.26,session252_iaa_pub17572_.jpg,training
20215,session444,iaa_pub31075_.jpg,3.86,3.968,session444_iaa_pub31075_.jpg,test
12170,session324,iaa_pub22613_.jpg,2.24,2.428,session324_iaa_pub22613_.jpg,training
15863,session175,iaa_pub12202_.jpg,3.1666666666666665,3.359259259259259,session175_iaa_pub12202_.jpg,training
23528,session399,iaa_pub27868_.jpg,3.5,3.6225806451612894,session399_iaa_pub27868_.jpg,training
26468,session338,iaa_pub23658_.jpg,3.060606060606061,3.2484848484848485,session338_iaa_pub23658_.jpg,training
21524,session430,iaa_pub30085_.jpg,2.98,3.1,session430_iaa_pub30085_.jpg,test
9061,session96,iaa_pub6680_.jpg,3.145833333333333,3.4958333333333336,session96_iaa_pub6680_.jpg,training
7022,session31,iaa_pub2139_.jpg,2.78,2.9960000000000004,session31_iaa_pub2139_.jpg,test
30890,session58,iaa_pub3993_.jpg,3.393939393939394,3.518181818181818,session58_iaa_pub3993_.jpg,training
29349,session351,iaa_pub24548_.jpg,3.557142857142857,3.7228571428571433,session351_iaa_pub24548_.jpg,training
26736,session139,iaa_pub9727_.jpg,1.34,1.436,session139_iaa_pub9727_.jpg,training
29821,session92,iaa_pub6430_.jpg,2.8846153846153846,3.0923076923076924,session92_iaa_pub6430_.jpg,training
14966,session388,iaa_pub27156_.jpg,3.3,3.48,session388_iaa_pub27156_.jpg,training
31009,session425,iaa_pub29709_.jpg,3.24,3.524,session425_iaa_pub29709_.jpg,training
20343,session37,iaa_pub2549_.jpg,3.78,3.92,session37_iaa_pub2549_.jpg,training
23634,session236,iaa_pub16466_.jpg,1.8269230769230769,1.957692307692308,session236_iaa_pub16466_.jpg,training
17555,session289,iaa_pub20202_.jpg,3.08,3.204,session289_iaa_pub20202_.jpg,training
18909,session90,iaa_pub6253_.jpg,3.02,3.132,session90_iaa_pub6253_.jpg,training
29488,session104,iaa_pub7245_.jpg,3.1666666666666665,3.411111111111111,session104_iaa_pub7245_.jpg,test
2572,session327,iaa_pub22829_.jpg,2.14,2.212,session327_iaa_pub22829_.jpg,training
3115,session252,iaa_pub17591_.jpg,1.8,1.924,session252_iaa_pub17591_.jpg,training
17545,session386,iaa_pub26951_.jpg,2.64,2.756,session386_iaa_pub26951_.jpg,training
17057,session74,iaa_pub5172_.jpg,3.1,3.3160000000000003,session74_iaa_pub5172_.jpg,test
13946,session38,iaa_pub2596_.jpg,2.8,3.036,session38_iaa_pub2596_.jpg,training
2207,session79,iaa_pub5499_.jpg,3.98,4.124,session79_iaa_pub5499_.jpg,training
228,session416,iaa_pub29081_.jpg,3.88,3.888,session416_iaa_pub29081_.jpg,training
543,session115,iaa_pub8026_.jpg,3.9,3.948,session115_iaa_pub8026_.jpg,training
29311,session332,iaa_pub23237_.jpg,3.1923076923076925,3.407692307692308,session332_iaa_pub23237_.jpg,training
25354,session179,iaa_pub12524_.jpg,1.7692307692307692,1.811538461538461,session179_iaa_pub12524_.jpg,training
11234,session314,iaa_pub21949_.jpg,3.78,3.968,session314_iaa_pub21949_.jpg,training
7660,session127,iaa_pub8871_.jpg,2.86,3.128,session127_iaa_pub8871_.jpg,training
15318,session363,iaa_pub25398_.jpg,3.5576923076923075,3.692307692307693,session363_iaa_pub25398_.jpg,training
9352,session194,iaa_pub13526_.jpg,3.18,3.3480000000000003,session194_iaa_pub13526_.jpg,training
14505,session64,iaa_pub4437_.jpg,2.357142857142857,2.560714285714286,session64_iaa_pub4437_.jpg,validation
9182,session111,iaa_pub7758_.jpg,2.730769230769231,2.907692307692308,session111_iaa_pub7758_.jpg,training
1355,session189,iaa_pub13197_.jpg,3.6,3.728,session189_iaa_pub13197_.jpg,training
21160,session356,iaa_pub24894_.jpg,3.5416666666666665,3.658333333333333,session356_iaa_pub24894_.jpg,training
20009,session110,iaa_pub7678_.jpg,2.8076923076923075,2.8846153846153846,session110_iaa_pub7678_.jpg,test
4024,session115,iaa_pub8028_.jpg,3.66,3.88,session115_iaa_pub8028_.jpg,training
27866,session258,iaa_pub18004_.jpg,3.3653846153846154,3.534615384615385,session258_iaa_pub18004_.jpg,training
1935,session357,iaa_pub24941_.jpg,4.14,4.303999999999999,session357_iaa_pub24941_.jpg,validation
22977,session245,iaa_pub17126_.jpg,1.3888888888888888,1.451851851851852,session245_iaa_pub17126_.jpg,training
6881,session425,iaa_pub29725_.jpg,3.12,3.228,session425_iaa_pub29725_.jpg,training
21118,session110,iaa_pub7663_.jpg,3.5,3.515384615384616,session110_iaa_pub7663_.jpg,training
7213,session34,iaa_pub2353_.jpg,1.7,1.808,session34_iaa_pub2353_.jpg,training
21070,session134,iaa_pub9332_.jpg,3.16,3.452,session134_iaa_pub9332_.jpg,training
9041,session444,iaa_pub31079_.jpg,2.66,2.724,session444_iaa_pub31079_.jpg,test
24478,session421,iaa_pub29450_.jpg,3.480769230769231,3.715384615384616,session421_iaa_pub29450_.jpg,training
3355,session137,iaa_pub9575_.jpg,2.6,2.74,session137_iaa_pub9575_.jpg,training
17069,session403,iaa_pub28184_.jpg,3.4,3.636,session403_iaa_pub28184_.jpg,training
20589,session120,iaa_pub8367_.jpg,3.22,3.388,session120_iaa_pub8367_.jpg,training
26450,session412,iaa_pub28780_.jpg,2.64,2.792,session412_iaa_pub28780_.jpg,training
30273,session368,iaa_pub25731_.jpg,2.706896551724138,2.896551724137931,session368_iaa_pub25731_.jpg,training
20418,session221,iaa_pub15447_.jpg,3.9038461538461537,4.088461538461538,session221_iaa_pub15447_.jpg,training
18044,session361,iaa_pub25259_.jpg,3.7,3.756,session361_iaa_pub25259_.jpg,validation
2516,session71,iaa_pub4916_.jpg,2.3548387096774195,2.5,session71_iaa_pub4916_.jpg,training
7620,session45,iaa_pub3089_.jpg,3.409090909090909,3.581818181818182,session45_iaa_pub3089_.jpg,training
21095,session11,iaa_pub738_.jpg,2.48,2.608,session11_iaa_pub738_.jpg,training
5413,session364,iaa_pub25451_.jpg,3.269230769230769,3.511538461538461,session364_iaa_pub25451_.jpg,training
1229,session256,iaa_pub17872_.jpg,3.34,3.46,session256_iaa_pub17872_.jpg,validation
27782,session104,iaa_pub7262_.jpg,3.259259259259259,3.4444444444444446,session104_iaa_pub7262_.jpg,training
17777,session98,iaa_pub6797_.jpg,3.566666666666667,3.6233333333333335,session98_iaa_pub6797_.jpg,training
6166,session359,iaa_pub25099_.jpg,3.648148148148149,3.825925925925926,session359_iaa_pub25099_.jpg,training
9806,session286,iaa_pub19990_.jpg,2.208333333333333,2.2125,session286_iaa_pub19990_.jpg,training
9927,session353,iaa_pub24647_.jpg,2.96,3.164,session353_iaa_pub24647_.jpg,training
19876,session132,iaa_pub9185_.jpg,3.732142857142857,3.875,session132_iaa_pub9185_.jpg,training
18435,session361,iaa_pub25260_.jpg,3.16,3.228,session361_iaa_pub25260_.jpg,validation
18315,session221,iaa_pub15441_.jpg,1.807692307692308,2.0538461538461537,session221_iaa_pub15441_.jpg,training
19414,session438,iaa_pub30650_.jpg,3.480769230769231,3.603846153846154,session438_iaa_pub30650_.jpg,training
11845,session79,iaa_pub5522_.jpg,2.36,2.52,session79_iaa_pub5522_.jpg,training
18334,session302,iaa_pub21080_.jpg,2.64,2.76,session302_iaa_pub21080_.jpg,training
5885,session421,iaa_pub29440_.jpg,3.0,3.230769230769231,session421_iaa_pub29440_.jpg,training
29926,session417,iaa_pub29183_.jpg,3.26,3.64,session417_iaa_pub29183_.jpg,training
21056,session287,iaa_pub20041_.jpg,1.807692307692308,1.9653846153846155,session287_iaa_pub20041_.jpg,training
10739,session171,iaa_pub11937_.jpg,3.2,3.448,session171_iaa_pub11937_.jpg,training
9584,session183,iaa_pub12793_.jpg,3.0,3.2,session183_iaa_pub12793_.jpg,training
21400,session265,iaa_pub18517_.jpg,2.966666666666667,3.146666666666667,session265_iaa_pub18517_.jpg,training
24991,session24,iaa_pub1663_.jpg,3.58,3.712,session24_iaa_pub1663_.jpg,training
12664,session229,iaa_pub16020_.jpg,3.9583333333333335,4.1000000000000005,session229_iaa_pub16020_.jpg,training
7011,session102,iaa_pub7096_.jpg,3.576923076923077,3.6538461538461537,session102_iaa_pub7096_.jpg,validation
10143,session412,iaa_pub28803_.jpg,3.16,3.24,session412_iaa_pub28803_.jpg,training
8858,session12,iaa_pub772_.jpg,3.04,3.008,session12_iaa_pub772_.jpg,training
11453,session106,iaa_pub7352_.jpg,3.46,3.716,session106_iaa_pub7352_.jpg,test
11717,session422,iaa_pub29503_.jpg,3.16,3.46,session422_iaa_pub29503_.jpg,training
27017,session422,iaa_pub29482_.jpg,3.32,3.548,session422_iaa_pub29482_.jpg,training
26249,session253,iaa_pub17709_.jpg,3.7142857142857135,3.835714285714286,session253_iaa_pub17709_.jpg,training
846,session345,iaa_pub24089_.jpg,3.86,3.968,session345_iaa_pub24089_.jpg,training
13007,session194,iaa_pub13567_.jpg,3.4,3.576,session194_iaa_pub13567_.jpg,training
30099,session233,iaa_pub16259_.jpg,3.75,3.882142857142857,session233_iaa_pub16259_.jpg,training
26575,session24,iaa_pub1675_.jpg,1.88,1.992,session24_iaa_pub1675_.jpg,training
4325,session116,iaa_pub8087_.jpg,3.1538461538461537,3.265384615384616,session116_iaa_pub8087_.jpg,test
23593,session438,iaa_pub30626_.jpg,3.173076923076923,3.4269230769230767,session438_iaa_pub30626_.jpg,training
21749,session131,iaa_pub9134_.jpg,3.8,3.996,session131_iaa_pub9134_.jpg,training
18559,session229,iaa_pub15969_.jpg,3.125,3.375,session229_iaa_pub15969_.jpg,training
27254,session69,iaa_pub4805_.jpg,3.98,4.144,session69_iaa_pub4805_.jpg,training
13233,session302,iaa_pub21108_.jpg,3.26,3.464,session302_iaa_pub21108_.jpg,training
1015,session29,iaa_pub2000_.jpg,3.24,3.4,session29_iaa_pub2000_.jpg,training
11230,session39,iaa_pub2672_.jpg,3.425925925925926,3.5666666666666664,session39_iaa_pub2672_.jpg,training
15799,session366,iaa_pub25560_.jpg,2.7,2.852,session366_iaa_pub25560_.jpg,training
5900,session104,iaa_pub7254_.jpg,2.814814814814815,3.107407407407408,session104_iaa_pub7254_.jpg,training
5695,session416,iaa_pub29059_.jpg,3.78,3.808,session416_iaa_pub29059_.jpg,training
14624,session245,iaa_pub17098_.jpg,3.611111111111111,3.7777777777777777,session245_iaa_pub17098_.jpg,training
7807,session206,iaa_pub14359_.jpg,2.9,3.176,session206_iaa_pub14359_.jpg,training
26604,session327,iaa_pub22851_.jpg,3.14,3.204,session327_iaa_pub22851_.jpg,training
18448,session260,iaa_pub18197_.jpg,2.92,3.124,session260_iaa_pub18197_.jpg,training
455,session367,iaa_pub25665_.jpg,1.58,1.668,session367_iaa_pub25665_.jpg,training
29036,session245,iaa_pub17085_.jpg,2.1666666666666665,2.240740740740741,session245_iaa_pub17085_.jpg,test
15647,session258,iaa_pub18015_.jpg,2.019230769230769,2.0961538461538463,session258_iaa_pub18015_.jpg,training
9926,session131,iaa_pub9146_.jpg,3.42,3.656,session131_iaa_pub9146_.jpg,training
612,session12,iaa_pub789_.jpg,2.8,3.0,session12_iaa_pub789_.jpg,training
16985,session197,iaa_pub13738_.jpg,3.08,3.26,session197_iaa_pub13738_.jpg,training
15798,session4,iaa_pub255_.jpg,3.3653846153846154,3.576923076923077,session4_iaa_pub255_.jpg,training
28766,session317,iaa_pub22140_.jpg,3.3,3.572,session317_iaa_pub22140_.jpg,training
14722,session400,iaa_pub27950_.jpg,2.42,2.54,session400_iaa_pub27950_.jpg,training
6304,session135,iaa_pub9403_.jpg,2.851851851851852,2.9185185185185185,session135_iaa_pub9403_.jpg,training
20734,session353,iaa_pub24654_.jpg,3.82,3.776,session353_iaa_pub24654_.jpg,training
20562,session43,iaa_pub2953_.jpg,3.42,3.576,session43_iaa_pub2953_.jpg,training
11852,session325,iaa_pub22695_.jpg,2.88,3.04,session325_iaa_pub22695_.jpg,test
20991,session136,iaa_pub9486_.jpg,3.22,3.464,session136_iaa_pub9486_.jpg,training
4155,session268,iaa_pub18691_.jpg,3.22,3.532,session268_iaa_pub18691_.jpg,training
22645,session117,iaa_pub8136_.jpg,3.1923076923076925,3.2961538461538464,session117_iaa_pub8136_.jpg,training
3294,session266,iaa_pub18578_.jpg,3.8,3.888,session266_iaa_pub18578_.jpg,validation
12841,session244,iaa_pub17067_.jpg,3.446428571428572,3.757142857142857,session244_iaa_pub17067_.jpg,training
24156,session1,iaa_pub55_.jpg,3.0,3.3041666666666667,session1_iaa_pub55_.jpg,training
25370,session385,iaa_pub26905_.jpg,3.86,3.964,session385_iaa_pub26905_.jpg,training
25719,session135,iaa_pub9428_.jpg,3.092592592592593,3.325925925925926,session135_iaa_pub9428_.jpg,validation
8908,session151,iaa_pub10564_.jpg,2.84,3.08,session151_iaa_pub10564_.jpg,training
804,session42,iaa_pub2929_.jpg,2.1515151515151514,2.254545454545455,session42_iaa_pub2929_.jpg,training
551,session49,iaa_pub3430_.jpg,3.84,3.844,session49_iaa_pub3430_.jpg,training
26549,session153,iaa_pub10670_.jpg,3.46,3.66,session153_iaa_pub10670_.jpg,training
8165,session112,iaa_pub7785_.jpg,2.326923076923077,2.511538461538461,session112_iaa_pub7785_.jpg,training
5853,session345,iaa_pub24141_.jpg,3.36,3.564,session345_iaa_pub24141_.jpg,training
21461,session335,iaa_pub23405_.jpg,2.62,2.952,session335_iaa_pub23405_.jpg,validation
12888,session398,iaa_pub27848_.jpg,3.2419354838709675,3.4516129032258065,session398_iaa_pub27848_.jpg,training
23489,session143,iaa_pub9969_.jpg,3.24,3.388,session143_iaa_pub9969_.jpg,training
7234,session181,iaa_pub12632_.jpg,3.5,3.6538461538461537,session181_iaa_pub12632_.jpg,training
28410,session255,iaa_pub17842_.jpg,3.5,3.596296296296296,session255_iaa_pub17842_.jpg,training
27436,session385,iaa_pub26927_.jpg,3.38,3.6,session385_iaa_pub26927_.jpg,training
14235,session258,iaa_pub18027_.jpg,3.807692307692308,3.7961538461538464,session258_iaa_pub18027_.jpg,training
9962,session78,iaa_pub5453_.jpg,3.56,3.864,session78_iaa_pub5453_.jpg,training
9128,session367,iaa_pub25640_.jpg,3.18,3.4440000000000004,session367_iaa_pub25640_.jpg,training
23828,session41,iaa_pub2804_.jpg,3.62,3.812,session41_iaa_pub2804_.jpg,training
5953,session430,iaa_pub30037_.jpg,3.22,3.384,session430_iaa_pub30037_.jpg,training
15327,session235,iaa_pub16437_.jpg,3.42,3.592,session235_iaa_pub16437_.jpg,training
26589,session379,iaa_pub26516_.jpg,3.4615384615384617,3.5807692307692305,session379_iaa_pub26516_.jpg,training
24481,session268,iaa_pub18702_.jpg,2.9,3.276,session268_iaa_pub18702_.jpg,training
14170,session410,iaa_pub28637_.jpg,3.18,3.46,session410_iaa_pub28637_.jpg,validation
13521,session37,iaa_pub2534_.jpg,2.3,2.588,session37_iaa_pub2534_.jpg,training
7002,session328,iaa_pub22919_.jpg,3.58,3.672,session328_iaa_pub22919_.jpg,training
28492,session430,iaa_pub30053_.jpg,3.72,3.764,session430_iaa_pub30053_.jpg,training
7992,session30,iaa_pub2070_.jpg,3.42,3.692,session30_iaa_pub2070_.jpg,training
31132,session263,iaa_pub18356_.jpg,3.42,3.72,session263_iaa_pub18356_.jpg,training
14139,session132,iaa_pub9177_.jpg,2.9107142857142856,3.2142857142857144,session132_iaa_pub9177_.jpg,training
4501,session193,iaa_pub13454_.jpg,2.76,2.844,session193_iaa_pub13454_.jpg,training
3563,session174,iaa_pub12157_.jpg,3.1538461538461537,3.323076923076924,session174_iaa_pub12157_.jpg,training
15890,session445,iaa_pub31133_.jpg,3.7,3.788,session445_iaa_pub31133_.jpg,training
6515,session446,iaa_pub31156_.jpg,2.78,3.012,session446_iaa_pub31156_.jpg,training
11239,session356,iaa_pub24854_.jpg,2.375,2.379166666666667,session356_iaa_pub24854_.jpg,training
19386,session105,iaa_pub7345_.jpg,2.925925925925926,3.096296296296296,session105_iaa_pub7345_.jpg,training
11371,session362,iaa_pub25321_.jpg,3.0,3.14,session362_iaa_pub25321_.jpg,training
29712,session357,iaa_pub24939_.jpg,3.26,3.4760000000000004,session357_iaa_pub24939_.jpg,training
13141,session34,iaa_pub2314_.jpg,3.2,3.42,session34_iaa_pub2314_.jpg,validation
6968,session83,iaa_pub5775_.jpg,3.2,3.3360000000000003,session83_iaa_pub5775_.jpg,training
8083,session417,iaa_pub29186_.jpg,3.58,3.88,session417_iaa_pub29186_.jpg,training
29763,session167,iaa_pub11683_.jpg,2.24,2.3480000000000003,session167_iaa_pub11683_.jpg,training
2355,session287,iaa_pub20050_.jpg,2.826923076923077,3.215384615384615,session287_iaa_pub20050_.jpg,training
29849,session49,iaa_pub3419_.jpg,2.0,2.136,session49_iaa_pub3419_.jpg,training
19427,session359,iaa_pub25129_.jpg,3.6296296296296298,3.8185185185185184,session359_iaa_pub25129_.jpg,training
24973,session16,iaa_pub1066_.jpg,3.4166666666666665,3.613888888888889,session16_iaa_pub1066_.jpg,training
20547,session152,iaa_pub10612_.jpg,2.6923076923076925,2.892307692307692,session152_iaa_pub10612_.jpg,training
11228,session285,iaa_pub19926_.jpg,3.52,3.636,session285_iaa_pub19926_.jpg,training
12628,session209,iaa_pub14607_.jpg,3.52,3.664,session209_iaa_pub14607_.jpg,training
20809,session291,iaa_pub20369_.jpg,2.26,2.548,session291_iaa_pub20369_.jpg,validation
26238,session178,iaa_pub12407_.jpg,3.017857142857143,3.1392857142857147,session178_iaa_pub12407_.jpg,training
6579,session395,iaa_pub27641_.jpg,2.94,2.952,session395_iaa_pub27641_.jpg,training
23499,session96,iaa_pub6712_.jpg,3.5625,3.841666666666667,session96_iaa_pub6712_.jpg,training
20310,session134,iaa_pub9354_.jpg,3.04,3.284,session134_iaa_pub9354_.jpg,training
16813,session310,iaa_pub21655_.jpg,3.48,3.752,session310_iaa_pub21655_.jpg,training
14727,session261,iaa_pub18251_.jpg,2.94,3.064,session261_iaa_pub18251_.jpg,training
30658,session47,iaa_pub3259_.jpg,3.933333333333333,4.0,session47_iaa_pub3259_.jpg,training
18324,session446,iaa_pub31184_.jpg,2.98,3.188,session446_iaa_pub31184_.jpg,training
13132,session197,iaa_pub13757_.jpg,2.52,2.676,session197_iaa_pub13757_.jpg,training
24779,session189,iaa_pub13186_.jpg,3.78,3.92,session189_iaa_pub13186_.jpg,training
11886,session50,iaa_pub3442_.jpg,3.26,3.464,session50_iaa_pub3442_.jpg,training
21724,session71,iaa_pub4901_.jpg,3.435483870967742,3.606451612903226,session71_iaa_pub4901_.jpg,training
22263,session384,iaa_pub26852_.jpg,2.88,3.272,session384_iaa_pub26852_.jpg,training
11065,session25,iaa_pub1694_.jpg,3.52,3.532,session25_iaa_pub1694_.jpg,training
4038,session304,iaa_pub21270_.jpg,3.46,3.648,session304_iaa_pub21270_.jpg,training
22776,session158,iaa_pub11060_.jpg,3.173076923076923,3.3615384615384616,session158_iaa_pub11060_.jpg,test
21322,session259,iaa_pub18125_.jpg,3.18,3.388,session259_iaa_pub18125_.jpg,training
28264,session63,iaa_pub4342_.jpg,1.64,1.808,session63_iaa_pub4342_.jpg,training
10621,session422,iaa_pub29491_.jpg,3.7,3.824,session422_iaa_pub29491_.jpg,training
27718,session126,iaa_pub8790_.jpg,2.9074074074074074,3.144444444444445,session126_iaa_pub8790_.jpg,training
28703,session395,iaa_pub27582_.jpg,2.28,2.3,session395_iaa_pub27582_.jpg,validation
15437,session209,iaa_pub14617_.jpg,1.98,2.152,session209_iaa_pub14617_.jpg,training
27044,session442,iaa_pub30900_.jpg,3.08,3.24,session442_iaa_pub30900_.jpg,training
11253,session182,iaa_pub12740_.jpg,2.9,3.16,session182_iaa_pub12740_.jpg,training
13502,session39,iaa_pub2666_.jpg,3.611111111111111,3.655555555555555,session39_iaa_pub2666_.jpg,training
23459,session68,iaa_pub4697_.jpg,3.92,4.168,session68_iaa_pub4697_.jpg,validation
22434,session345,iaa_pub24137_.jpg,3.24,3.44,session345_iaa_pub24137_.jpg,training
18696,session49,iaa_pub3370_.jpg,3.28,3.424,session49_iaa_pub3370_.jpg,training
25371,session395,iaa_pub27614_.jpg,3.7,3.888,session395_iaa_pub27614_.jpg,training
7571,session405,iaa_pub28283_.jpg,3.08,3.216,session405_iaa_pub28283_.jpg,training
1654,session292,iaa_pub20379_.jpg,3.903225806451613,3.970967741935484,session292_iaa_pub20379_.jpg,training
1832,session42,iaa_pub2915_.jpg,2.803030303030303,2.93030303030303,session42_iaa_pub2915_.jpg,training
2841,session327,iaa_pub22867_.jpg,2.96,3.144,session327_iaa_pub22867_.jpg,training
28074,session83,iaa_pub5790_.jpg,3.32,3.488,session83_iaa_pub5790_.jpg,training
29824,session4,iaa_pub218_.jpg,2.269230769230769,2.496153846153846,session4_iaa_pub218_.jpg,training
21599,session121,iaa_pub8425_.jpg,3.2857142857142856,3.5107142857142857,session121_iaa_pub8425_.jpg,training
18949,session16,iaa_pub1072_.jpg,2.7777777777777777,2.947222222222222,session16_iaa_pub1072_.jpg,training
7102,session267,iaa_pub18659_.jpg,2.94,3.192,session267_iaa_pub18659_.jpg,training
2504,session339,iaa_pub23689_.jpg,3.24,3.472,session339_iaa_pub23689_.jpg,training
9624,session12,iaa_pub828_.jpg,2.46,2.584,session12_iaa_pub828_.jpg,test
12429,session276,iaa_pub19267_.jpg,3.12,3.248,session276_iaa_pub19267_.jpg,training
18388,session181,iaa_pub12642_.jpg,2.3076923076923075,2.523076923076923,session181_iaa_pub12642_.jpg,training
21224,session362,iaa_pub25336_.jpg,3.04,3.1,session362_iaa_pub25336_.jpg,training
6397,session427,iaa_pub29887_.jpg,3.14,3.584,session427_iaa_pub29887_.jpg,training
25924,session248,iaa_pub17352_.jpg,2.94,3.176,session248_iaa_pub17352_.jpg,training
11229,session133,iaa_pub9284_.jpg,3.857142857142857,3.95,session133_iaa_pub9284_.jpg,training
30106,session7,iaa_pub447_.jpg,3.5,3.772,session7_iaa_pub447_.jpg,training
19986,session169,iaa_pub11766_.jpg,3.24,3.504,session169_iaa_pub11766_.jpg,training
11110,session305,iaa_pub21288_.jpg,3.28,3.572,session305_iaa_pub21288_.jpg,validation
26592,session297,iaa_pub20731_.jpg,2.75,3.020833333333333,session297_iaa_pub20731_.jpg,training
28664,session311,iaa_pub21735_.jpg,2.86,3.044,session311_iaa_pub21735_.jpg,training
12238,session287,iaa_pub20035_.jpg,2.423076923076923,2.6384615384615384,session287_iaa_pub20035_.jpg,training
20898,session391,iaa_pub27336_.jpg,2.0,2.02,session391_iaa_pub27336_.jpg,training
5618,session16,iaa_pub1087_.jpg,2.986111111111111,3.2,session16_iaa_pub1087_.jpg,training
28608,session98,iaa_pub6834_.jpg,3.1666666666666665,3.2366666666666664,session98_iaa_pub6834_.jpg,training
976,session318,iaa_pub22256_.jpg,2.020833333333333,2.2625,session318_iaa_pub22256_.jpg,training
1180,session303,iaa_pub21154_.jpg,3.7,3.88,session303_iaa_pub21154_.jpg,training
28862,session16,iaa_pub1098_.jpg,2.805555555555556,2.9194444444444443,session16_iaa_pub1098_.jpg,training
30580,session99,iaa_pub6914_.jpg,3.4482758620689653,3.662068965517242,session99_iaa_pub6914_.jpg,training
12448,session64,iaa_pub4454_.jpg,3.607142857142857,3.696428571428572,session64_iaa_pub4454_.jpg,training
21060,session347,iaa_pub24276_.jpg,3.5576923076923075,3.707692307692308,session347_iaa_pub24276_.jpg,training
31214,session351,iaa_pub24531_.jpg,2.6142857142857143,2.777142857142857,session351_iaa_pub24531_.jpg,training
10724,session12,iaa_pub823_.jpg,3.06,3.08,session12_iaa_pub823_.jpg,training
28957,session70,iaa_pub4890_.jpg,3.88,3.928,session70_iaa_pub4890_.jpg,training
14320,session41,iaa_pub2813_.jpg,2.22,2.332,session41_iaa_pub2813_.jpg,training
27120,session152,iaa_pub10631_.jpg,3.576923076923077,3.780769230769231,session152_iaa_pub10631_.jpg,training
17898,session366,iaa_pub25618_.jpg,3.46,3.572,session366_iaa_pub25618_.jpg,training
4361,session154,iaa_pub10716_.jpg,1.6,1.72,session154_iaa_pub10716_.jpg,training
20259,session440,iaa_pub30736_.jpg,3.0576923076923075,3.1884615384615387,session440_iaa_pub30736_.jpg,training
8975,session341,iaa_pub23832_.jpg,2.6538461538461537,2.769230769230769,session341_iaa_pub23832_.jpg,training
18093,session241,iaa_pub16847_.jpg,1.5625,1.75,session241_iaa_pub16847_.jpg,training
25886,session13,iaa_pub849_.jpg,3.1538461538461537,3.2884615384615383,session13_iaa_pub849_.jpg,test
20090,session202,iaa_pub14084_.jpg,3.5384615384615383,3.734615384615384,session202_iaa_pub14084_.jpg,training
29594,session261,iaa_pub18234_.jpg,3.1,3.2880000000000003,session261_iaa_pub18234_.jpg,validation
18130,session228,iaa_pub15947_.jpg,1.5740740740740742,1.648148148148148,session228_iaa_pub15947_.jpg,training
8156,session409,iaa_pub28629_.jpg,3.52,3.68,session409_iaa_pub28629_.jpg,training
25432,session445,iaa_pub31099_.jpg,2.8,3.204,session445_iaa_pub31099_.jpg,training
24885,session391,iaa_pub27320_.jpg,3.86,4.056,session391_iaa_pub27320_.jpg,training
13848,session248,iaa_pub17357_.jpg,3.08,3.34,session248_iaa_pub17357_.jpg,training
15553,session394,iaa_pub27577_.jpg,2.958333333333333,3.1375,session394_iaa_pub27577_.jpg,test
2716,session424,iaa_pub29663_.jpg,3.14,3.26,session424_iaa_pub29663_.jpg,training
20642,session366,iaa_pub25616_.jpg,2.84,2.988,session366_iaa_pub25616_.jpg,training
21068,session196,iaa_pub13652_.jpg,3.14,3.268,session196_iaa_pub13652_.jpg,training
20084,session436,iaa_pub30467_.jpg,3.68,3.828,session436_iaa_pub30467_.jpg,training
19555,session226,iaa_pub15760_.jpg,3.25,3.358333333333333,session226_iaa_pub15760_.jpg,training
27520,session210,iaa_pub14665_.jpg,3.076923076923077,3.3115384615384613,session210_iaa_pub14665_.jpg,training
654,session410,iaa_pub28683_.jpg,4.02,4.196000000000001,session410_iaa_pub28683_.jpg,training
24510,session343,iaa_pub23958_.jpg,3.0625,3.204166666666667,session343_iaa_pub23958_.jpg,training
4953,session406,iaa_pub28367_.jpg,2.596774193548387,2.7451612903225806,session406_iaa_pub28367_.jpg,training
24534,session413,iaa_pub28852_.jpg,3.34,3.508,session413_iaa_pub28852_.jpg,training
10253,session321,iaa_pub22447_.jpg,3.42,3.636,session321_iaa_pub22447_.jpg,training
4481,session105,iaa_pub7349_.jpg,3.574074074074074,3.740740740740741,session105_iaa_pub7349_.jpg,training
17681,session333,iaa_pub23272_.jpg,1.5384615384615383,1.6076923076923075,session333_iaa_pub23272_.jpg,training
25903,session174,iaa_pub12111_.jpg,2.8076923076923075,3.0384615384615383,session174_iaa_pub12111_.jpg,training
25598,session426,iaa_pub29807_.jpg,3.8,3.94,session426_iaa_pub29807_.jpg,training
24060,session66,iaa_pub4556_.jpg,2.833333333333333,3.053333333333333,session66_iaa_pub4556_.jpg,training
2227,session83,iaa_pub5752_.jpg,3.34,3.48,session83_iaa_pub5752_.jpg,training
